sitename,county,aqi,pollutant,status,so2,so2_avg,co,co_8hr,o3,o3_8hr,pm10,pm10_avg,pm25,pm25_avg,no2,nox,no,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
新北（樹林）,新北市,69,細懸浮微粒,普通,0.6,0.0,0.39,0.3,58.0,53.0,42.0,34.0,22.0,19.0,13.0,17.9,3.9,1.3,171.0,2026-03-20 13:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,111,細懸浮微粒,對敏感族群不健康,1.2,1.0,0.29,0.5,73.0,37.0,47.0,60.0,30.0,34.4,6.0,7.6,0.7,2.9,324.0,2026-03-20 13:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,89,細懸浮微粒,普通,1.1,1.0,0.32,0.2,63.0,47.0,50.0,40.0,34.0,26.3,5.0,7.2,1.2,1.7,301.0,2026-03-20 13:00:00,120.7944772,23.71867609,203,
林森,臺南市,92,細懸浮微粒,普通,0.8,1.0,0.31,0.5,63.0,32.0,41.0,50.0,21.0,27.3,7.0,8.1,0.6,1.8,181.0,2026-03-20 13:00:00,120.22216042,22.98522502,140,
員林,彰化縣,79,細懸浮微粒,普通,1.3,1.0,0.3,0.3,79.0,40.0,44.0,34.0,28.0,22.7,6.0,8.3,1.6,2.3,290.0,2026-03-20 13:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,77,細懸浮微粒,普通,0.8,0.0,0.62,0.6,61.0,34.0,47.0,34.0,29.0,22.0,19.0,29.4,10.2,0.7,47.0,2026-03-20 13:00:00,120.6567111,24.1589,88,
大城,彰化縣,65,細懸浮微粒,普通,1.2,1.0,0.27,0.2,71.0,48.0,43.0,39.0,22.0,17.5,2.0,3.6,0.6,4.7,307.0,2026-03-20 13:00:00,120.26964167,23.85493056,85,
富貴角,新北市,77,臭氧八小時,普通,0.3,0.0,0.23,0.2,62.0,63.0,45.0,51.0,19.0,20.8,1.0,1.8,0.0,7.7,92.0,2026-03-20 13:00:00,121.53656894,25.29681695,84,
麥寮,雲林縣,64,細懸浮微粒,普通,1.1,1.0,0.29,0.2,64.0,46.0,47.0,37.0,19.0,17.1,3.0,4.8,1.3,3.8,336.0,2026-03-20 13:00:00,120.251825,23.753506,83,
關山,臺東縣,38,,良好,1.0,0.0,0.22,0.2,50.0,41.0,3.0,6.0,9.0,6.5,1.0,2.4,0.6,1.7,109.0,2026-03-20 13:00:00,121.161933,23.045083,80,
馬公,澎湖縣,69,細懸浮微粒,普通,0.2,0.0,0.29,0.2,63.0,57.0,42.0,35.0,20.0,19.0,3.0,5.1,1.3,4.4,351.0,2026-03-20 13:00:00,119.566158,23.569031,78,
金門,金門縣,84,細懸浮微粒,普通,2.2,1.0,0.38,0.3,68.0,51.0,47.0,37.0,31.0,24.5,11.0,12.7,1.0,1.1,63.0,2026-03-20 13:00:00,118.312256,24.432133,77,
馬祖,連江縣,100,細懸浮微粒,普通,1.3,0.0,0.25,0.2,72.0,67.0,58.0,56.0,31.0,30.3,5.0,6.4,0.7,2.5,337.0,2026-03-20 13:00:00,119.952724,26.153736,75,
埔里,南投縣,78,細懸浮微粒,普通,1.2,1.0,0.25,0.2,51.0,25.0,33.0,35.0,17.0,22.3,3.0,4.5,1.4,4.9,284.0,2026-03-20 13:00:00,120.967903,23.968842,72,
復興,高雄市,107,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.27,0.5,56.0,35.0,36.0,54.0,16.0,33.0,7.0,9.7,2.0,1.0,226.0,2026-03-20 13:00:00,120.312017,22.608711,71,
永和,新北市,77,細懸浮微粒,普通,1.9,1.0,0.45,0.4,49.0,48.0,49.0,44.0,25.0,21.9,11.0,15.2,3.3,3.3,68.0,2026-03-20 13:00:00,121.516306,25.017,70,
竹山,南投縣,107,細懸浮微粒,對敏感族群不健康,1.9,1.0,0.28,0.3,74.0,33.0,52.0,52.0,31.0,32.9,6.0,7.2,0.7,2.2,266.0,2026-03-20 13:00:00,120.677306,23.756389,69,
中壢,桃園市,75,細懸浮微粒,普通,1.1,1.0,0.54,0.5,45.0,35.0,51.0,46.0,23.0,21.3,24.0,31.5,7.1,0.7,342.0,2026-03-20 13:00:00,121.221667,24.953278,68,
三重,新北市,73,細懸浮微粒,普通,1.9,1.0,0.69,0.7,31.0,30.0,42.0,43.0,22.0,20.7,33.0,61.0,27.7,,,2026-03-20 13:00:00,121.493806,25.072611,67,
冬山,宜蘭縣,37,,良好,0.7,0.0,0.25,0.2,46.0,39.0,19.0,12.0,14.0,9.1,5.0,5.9,0.4,1.6,308.0,2026-03-20 13:00:00,121.792928,24.632203,66,
宜蘭,宜蘭縣,38,,良好,0.8,0.0,0.3,0.2,49.0,41.0,24.0,18.0,12.0,7.2,5.0,5.6,0.4,0.8,189.0,2026-03-20 13:00:00,121.746394,24.747917,65,
陽明,臺北市,50,,良好,1.5,1.0,0.28,0.2,55.0,54.0,20.0,13.0,10.0,8.3,1.0,2.1,0.5,3.7,170.0,2026-03-20 13:00:00,121.529583,25.182722,64,
花蓮,花蓮縣,35,,良好,1.2,1.0,0.3,0.3,61.0,38.0,12.0,12.0,6.0,5.7,3.0,3.6,0.5,3.0,90.0,2026-03-20 13:00:00,121.599769,23.971306,63,
臺東,臺東縣,44,,良好,1.3,0.0,0.24,0.2,58.0,47.0,19.0,16.0,9.0,7.5,3.0,5.3,1.7,3.6,62.0,2026-03-20 13:00:00,121.15045,22.755358,62,
恆春,屏東縣,46,,良好,0.7,0.0,0.21,0.2,55.0,50.0,10.0,8.0,6.0,3.7,0.0,1.7,0.7,7.2,35.0,2026-03-20 13:00:00,120.788928,21.958069,61,
潮州,屏東縣,112,細懸浮微粒,對敏感族群不健康,2.9,1.0,0.45,0.3,91.0,41.0,66.0,63.0,41.0,35.0,8.0,9.9,1.1,3.0,271.0,2026-03-20 13:00:00,120.561175,22.523108,60,
屏東,屏東縣,106,細懸浮微粒,對敏感族群不健康,1.7,1.0,0.34,0.3,84.0,39.0,65.0,61.0,38.0,32.5,10.0,11.0,0.8,1.7,254.0,2026-03-20 13:00:00,120.488033,22.673081,59,
小港,高雄市,104,細懸浮微粒,對敏感族群不健康,1.4,1.0,0.25,0.4,52.0,29.0,34.0,53.0,18.0,31.9,9.0,12.0,2.5,3.7,273.0,2026-03-20 13:00:00,120.337736,22.565833,58,
前鎮,高雄市,101,細懸浮微粒,對敏感族群不健康,1.8,1.0,0.25,0.4,58.0,36.0,37.0,53.0,15.0,30.6,7.0,9.6,1.6,2.1,2.0,2026-03-20 13:00:00,120.30833356,22.6044507,57,
前金,高雄市,111,細懸浮微粒,對敏感族群不健康,1.3,1.0,0.27,0.4,65.0,38.0,41.0,56.0,24.0,34.6,7.0,8.3,0.6,3.4,316.0,2026-03-20 13:00:00,120.28676111,22.63390278,56,
左營,高雄市,109,細懸浮微粒,對敏感族群不健康,1.4,1.0,0.26,0.4,65.0,36.0,48.0,55.0,21.0,33.8,9.0,11.1,1.3,4.0,302.0,2026-03-20 13:00:00,120.292917,22.674861,54,
楠梓,高雄市,104,細懸浮微粒,對敏感族群不健康,1.4,1.0,0.24,0.3,64.0,35.0,53.0,65.0,19.0,31.8,6.0,7.0,0.5,2.4,267.0,2026-03-20 13:00:00,120.328289,22.733667,53,
林園,高雄市,113,細懸浮微粒,對敏感族群不健康,1.4,1.0,0.25,0.4,60.0,35.0,46.0,60.0,22.0,35.4,6.0,7.4,0.8,2.9,280.0,2026-03-20 13:00:00,120.41175,22.4795,52,
大寮,高雄市,125,細懸浮微粒,對敏感族群不健康,1.7,1.0,0.34,0.4,73.0,36.0,57.0,65.0,31.0,40.1,12.0,13.5,1.0,2.2,268.0,2026-03-20 13:00:00,120.425311,22.56413611,51,
鳳山,高雄市,108,細懸浮微粒,對敏感族群不健康,1.2,1.0,0.5,0.6,66.0,32.0,43.0,55.0,18.0,33.2,11.0,13.7,2.0,1.5,257.0,2026-03-20 13:00:00,120.357422,22.628126,50,
仁武,高雄市,120,細懸浮微粒,對敏感族群不健康,1.1,1.0,0.26,0.5,62.0,26.0,44.0,57.0,24.0,38.2,20.0,21.9,1.0,3.4,275.0,2026-03-20 13:00:00,120.332631,22.689056,49,
橋頭,高雄市,106,細懸浮微粒,對敏感族群不健康,1.3,1.0,0.23,0.3,60.0,34.0,35.0,51.0,23.0,32.7,7.0,8.2,1.2,3.8,251.0,2026-03-20 13:00:00,120.305689,22.757506,48,
美濃,高雄市,82,細懸浮微粒,普通,1.4,1.0,0.28,0.3,70.0,34.0,40.0,40.0,20.0,23.8,4.0,5.0,0.6,1.8,278.0,2026-03-20 13:00:00,120.530542,22.883583,47,
臺南,臺南市,90,細懸浮微粒,普通,1.3,1.0,0.26,0.3,63.0,35.0,44.0,46.0,18.0,26.7,6.0,7.1,0.4,2.4,341.0,2026-03-20 13:00:00,120.21947897,22.98928311,46,
安南,臺南市,89,細懸浮微粒,普通,2.0,1.0,0.26,0.3,67.0,37.0,48.0,50.0,25.0,26.3,5.0,6.9,1.7,3.2,290.0,2026-03-20 13:00:00,120.2175,23.048197,45,
善化,臺南市,93,細懸浮微粒,普通,1.2,1.0,0.23,0.3,66.0,36.0,42.0,52.0,23.0,27.8,5.0,6.2,1.2,3.0,324.0,2026-03-20 13:00:00,120.29740529,23.11337642,44,
新營,臺南市,87,細懸浮微粒,普通,1.5,1.0,0.31,0.3,65.0,35.0,63.0,50.0,30.0,25.8,5.0,6.3,0.8,2.0,339.0,2026-03-20 13:00:00,120.31725,23.305633,43,
嘉義,嘉義市,113,細懸浮微粒,對敏感族群不健康,2.1,1.0,0.29,0.4,65.0,30.0,50.0,59.0,29.0,35.3,5.0,7.0,1.0,2.8,323.0,2026-03-20 13:00:00,120.44125148,23.46477865,42,
臺西,雲林縣,72,細懸浮微粒,普通,1.7,1.0,0.31,0.3,64.0,46.0,59.0,42.0,23.0,20.2,4.0,6.0,1.2,4.2,341.0,2026-03-20 13:00:00,120.19933333,23.702175,41,
朴子,嘉義縣,78,細懸浮微粒,普通,1.6,1.0,0.24,0.2,65.0,45.0,48.0,43.0,22.0,22.5,4.0,5.9,1.4,2.3,328.0,2026-03-20 13:00:00,120.2478,23.46538,40,
新港,嘉義縣,84,細懸浮微粒,普通,2.8,1.0,0.3,0.3,69.0,41.0,59.0,42.0,34.0,24.7,5.0,6.6,1.6,3.0,255.0,2026-03-20 13:00:00,120.345531,23.554839,39,
崙背,雲林縣,83,細懸浮微粒,普通,1.7,1.0,0.29,0.3,68.0,43.0,54.0,43.0,25.0,24.3,4.0,4.6,0.4,2.5,290.0,2026-03-20 13:00:00,120.348742,23.757547,38,
斗六,雲林縣,97,細懸浮微粒,普通,,,0.3,0.3,77.0,36.0,47.0,46.0,31.0,29.3,7.0,9.6,1.7,1.7,253.0,2026-03-20 13:00:00,120.544994,23.711853,37,
南投,南投縣,80,細懸浮微粒,普通,0.6,0.0,0.32,0.3,75.0,34.0,42.0,37.0,25.0,23.0,9.0,10.8,1.0,1.4,353.0,2026-03-20 13:00:00,120.685306,23.913,36,
二林,彰化縣,75,細懸浮微粒,普通,4.1,2.0,0.41,0.3,69.0,46.0,73.0,49.0,31.0,21.3,7.0,9.7,1.8,3.2,312.0,2026-03-20 13:00:00,120.409653,23.925175,35,
線西,彰化縣,72,細懸浮微粒,普通,2.3,1.0,0.33,0.3,68.0,47.0,56.0,41.0,29.0,20.0,9.0,11.7,1.7,5.4,7.0,2026-03-20 13:00:00,120.469061,24.131672,34,
彰化,彰化縣,67,細懸浮微粒,普通,1.3,0.0,0.32,0.3,70.0,43.0,35.0,30.0,21.0,18.5,8.0,10.7,1.8,2.4,315.0,2026-03-20 13:00:00,120.541519,24.066,33,
西屯,臺中市,60,細懸浮微粒,普通,1.2,1.0,0.31,0.2,64.0,40.0,39.0,34.0,19.0,15.9,10.0,11.8,0.9,2.6,314.0,2026-03-20 13:00:00,120.616917,24.162197,32,
忠明,臺中市,65,細懸浮微粒,普通,1.5,1.0,0.33,0.3,68.0,39.0,45.0,33.0,22.0,17.7,10.0,13.4,2.9,2.0,316.0,2026-03-20 13:00:00,120.641092,24.151958,31,
大里,臺中市,71,細懸浮微粒,普通,1.5,1.0,0.34,0.3,73.0,33.0,46.0,33.0,26.0,19.7,7.0,7.9,0.3,2.0,263.0,2026-03-20 13:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,72,細懸浮微粒,普通,1.0,0.0,0.32,0.2,67.0,47.0,46.0,32.0,25.0,20.3,7.0,8.5,0.7,3.7,323.0,2026-03-20 13:00:00,120.568794,24.225628,29,
豐原,臺中市,62,細懸浮微粒,普通,2.6,1.0,0.34,0.3,63.0,34.0,36.0,24.0,26.0,16.7,10.0,12.6,1.9,2.7,252.0,2026-03-20 13:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,54,細懸浮微粒,普通,0.9,0.0,0.27,0.2,51.0,38.0,22.0,19.0,12.0,13.5,3.0,5.1,1.3,2.7,5.0,2026-03-20 13:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,66,細懸浮微粒,普通,1.5,1.0,0.32,0.3,63.0,45.0,38.0,27.0,23.0,18.0,7.0,8.7,1.6,2.9,350.0,2026-03-20 13:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,63,細懸浮微粒,普通,1.6,1.0,0.35,0.3,66.0,45.0,67.0,38.0,24.0,17.0,7.0,9.2,2.0,3.6,332.0,2026-03-20 13:00:00,120.89869286,24.69690679,25,
新竹,新竹市,72,細懸浮微粒,普通,2.0,1.0,0.39,0.3,70.0,50.0,54.0,41.0,21.0,20.3,12.0,13.5,1.1,2.2,43.0,2026-03-20 13:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,52,細懸浮微粒,普通,0.9,0.0,0.34,0.3,66.0,44.0,30.0,21.0,18.0,12.9,7.0,8.9,1.2,1.6,214.0,2026-03-20 13:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,67,細懸浮微粒,普通,0.7,0.0,0.33,0.3,64.0,52.0,44.0,40.0,21.0,18.3,7.0,9.2,1.6,4.5,359.0,2026-03-20 13:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,61,細懸浮微粒,普通,2.2,1.0,0.37,0.3,64.0,50.0,47.0,30.0,23.0,16.3,10.0,12.9,2.5,2.3,57.0,2026-03-20 13:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,72,細懸浮微粒,普通,1.3,1.0,0.43,0.4,61.0,47.0,44.0,35.0,24.0,20.3,10.0,13.3,2.5,2.0,77.0,2026-03-20 13:00:00,121.203986,24.952786,20,
觀音,桃園市,81,細懸浮微粒,普通,0.6,0.0,0.27,0.2,59.0,56.0,46.0,49.0,21.0,23.5,4.0,5.6,1.1,6.4,59.0,2026-03-20 13:00:00,121.08283092,25.03556747,19,
大園,桃園市,66,細懸浮微粒,普通,0.9,1.0,0.3,0.3,56.0,49.0,45.0,40.0,17.0,18.1,9.0,10.8,1.5,6.7,29.0,2026-03-20 13:00:00,121.20251473,25.06100357,18,
桃園,桃園市,71,細懸浮微粒,普通,1.2,0.0,0.39,0.3,57.0,51.0,43.0,36.0,20.0,19.8,10.0,12.4,1.9,3.1,75.0,2026-03-20 13:00:00,121.30500531,24.9947107,17,
大同,臺北市,76,細懸浮微粒,普通,1.0,1.0,0.48,0.5,44.0,37.0,46.0,38.0,21.0,21.8,18.0,27.7,8.8,,,2026-03-20 13:00:00,121.51342074,25.06331455,16,
松山,臺北市,82,細懸浮微粒,普通,2.2,0.0,0.32,0.3,51.0,41.0,54.0,49.0,23.0,24.0,10.0,14.3,3.4,3.7,48.0,2026-03-20 13:00:00,121.578611,25.05,15,
古亭,臺北市,71,細懸浮微粒,普通,1.6,1.0,0.35,0.3,50.0,49.0,48.0,47.0,21.0,19.9,13.0,13.4,0.4,1.8,53.0,2026-03-20 13:00:00,121.529556,25.020608,14,
萬華,臺北市,75,細懸浮微粒,普通,1.4,0.0,0.37,0.3,52.0,47.0,43.0,39.0,22.0,21.4,10.0,13.6,2.9,5.0,103.0,2026-03-20 13:00:00,121.507972,25.046503,13,
中山,臺北市,81,細懸浮微粒,普通,0.7,0.0,0.4,0.4,50.0,45.0,54.0,45.0,28.0,23.5,11.0,15.0,3.1,3.7,101.0,2026-03-20 13:00:00,121.526528,25.062361,12,
士林,臺北市,50,,良好,0.8,0.0,0.32,0.3,57.0,54.0,26.0,22.0,10.0,10.7,4.0,4.9,0.7,3.4,145.0,2026-03-20 13:00:00,121.51666356,25.10334003,11,
淡水,新北市,53,細懸浮微粒,普通,1.8,1.0,0.28,0.4,57.0,49.0,26.0,31.0,16.0,13.2,3.0,5.4,1.8,6.4,160.0,2026-03-20 13:00:00,121.449239,25.1645,10,
林口,新北市,64,細懸浮微粒,普通,1.1,0.0,0.34,0.3,56.0,49.0,39.0,28.0,21.0,17.1,7.0,10.1,2.4,3.5,86.0,2026-03-20 13:00:00,121.36548982,25.07798949,9,
菜寮,新北市,70,細懸浮微粒,普通,0.6,0.0,0.39,0.4,56.0,52.0,42.0,37.0,20.0,19.5,7.0,9.5,2.5,4.7,85.0,2026-03-20 13:00:00,121.481028,25.06895,8,
新莊,新北市,74,細懸浮微粒,普通,0.9,0.0,0.33,0.3,58.0,54.0,51.0,46.0,23.0,20.9,7.0,9.8,1.8,5.8,60.0,2026-03-20 13:00:00,121.4325,25.037972,7,
板橋,新北市,72,細懸浮微粒,普通,1.7,1.0,0.38,0.3,55.0,51.0,38.0,39.0,22.0,20.1,9.0,12.0,2.1,3.3,69.0,2026-03-20 13:00:00,121.458667,25.012972,6,
土城,新北市,71,細懸浮微粒,普通,0.9,0.0,0.37,0.3,55.0,52.0,39.0,38.0,22.0,19.8,8.0,10.0,1.8,4.1,55.0,2026-03-20 13:00:00,121.451861,24.982528,5,
新店,新北市,56,細懸浮微粒,普通,0.9,1.0,0.35,0.3,53.0,50.0,30.0,27.0,19.0,14.3,6.0,8.2,1.7,2.7,110.0,2026-03-20 13:00:00,121.537778,24.977222,4,
汐止,新北市,78,細懸浮微粒,普通,1.1,0.0,0.29,0.3,50.0,39.0,48.0,43.0,22.0,22.2,8.0,10.9,2.1,3.2,28.0,2026-03-20 13:00:00,121.64081,25.06624,2,
基隆,基隆市,70,細懸浮微粒,普通,0.3,0.0,0.32,0.3,53.0,42.0,44.0,36.0,17.0,19.6,5.0,5.7,0.5,0.2,46.0,2026-03-20 13:00:00,121.760056,25.129167,1,
屏東（枋山）,屏東縣,80,細懸浮微粒,普通,2.2,0.0,0.44,0.2,78.0,40.0,58.0,43.0,32.0,23.1,6.0,6.3,0.2,2.9,301.0,2026-03-20 12:00:00,120.651472,22.260899,313,
新北（樹林）,新北市,67,細懸浮微粒,普通,0.3,0.0,0.39,0.3,57.0,53.0,42.0,32.0,22.0,18.3,14.0,17.6,3.4,1.3,148.0,2026-03-20 12:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,112,細懸浮微粒,對敏感族群不健康,1.4,1.0,0.39,0.6,68.0,30.0,52.0,62.0,38.0,35.0,8.0,10.0,1.3,3.3,325.0,2026-03-20 12:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,84,細懸浮微粒,普通,1.1,1.0,0.42,0.2,46.0,41.0,51.0,37.0,31.0,24.6,5.0,7.3,1.4,1.2,324.0,2026-03-20 12:00:00,120.7944772,23.71867609,203,
林森,臺南市,96,細懸浮微粒,普通,0.8,1.0,0.4,0.5,56.0,26.0,51.0,52.0,22.0,28.8,11.0,12.7,1.6,1.3,126.0,2026-03-20 12:00:00,120.22216042,22.98522502,140,
員林,彰化縣,73,細懸浮微粒,普通,1.3,1.0,0.31,0.3,67.0,34.0,40.0,30.0,26.0,20.7,7.0,9.5,1.9,1.6,308.0,2026-03-20 12:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,72,細懸浮微粒,普通,0.7,0.0,0.6,0.6,48.0,30.0,44.0,31.0,25.0,20.0,19.0,34.4,14.4,0.4,47.0,2026-03-20 12:00:00,120.6567111,24.1589,88,
大城,彰化縣,63,細懸浮微粒,普通,1.3,1.0,0.26,0.2,,43.0,42.0,39.0,17.0,16.9,3.0,4.1,0.8,5.9,331.0,2026-03-20 12:00:00,120.26964167,23.85493056,85,
富貴角,新北市,77,細懸浮微粒,普通,0.4,0.0,0.25,0.2,63.0,63.0,54.0,52.0,23.0,21.9,1.0,1.7,0.0,5.9,89.0,2026-03-20 12:00:00,121.53656894,25.29681695,84,
麥寮,雲林縣,64,細懸浮微粒,普通,1.2,1.0,0.27,0.2,61.0,42.0,42.0,34.0,15.0,17.2,3.0,4.5,0.8,4.1,342.0,2026-03-20 12:00:00,120.251825,23.753506,83,
關山,臺東縣,36,,良好,1.0,0.0,0.24,0.2,48.0,39.0,5.0,6.0,7.0,6.1,2.0,2.9,0.6,1.6,33.0,2026-03-20 12:00:00,121.161933,23.045083,80,
馬公,澎湖縣,70,細懸浮微粒,普通,0.3,0.0,0.27,0.2,61.0,56.0,46.0,33.0,25.0,19.5,4.0,5.4,1.3,3.4,9.0,2026-03-20 12:00:00,119.566158,23.569031,78,
金門,金門縣,80,細懸浮微粒,普通,2.1,1.0,0.37,0.3,59.0,48.0,50.0,34.0,28.0,23.0,11.0,13.1,1.3,1.4,73.0,2026-03-20 12:00:00,118.312256,24.432133,77,
馬祖,連江縣,96,細懸浮微粒,普通,1.2,0.0,0.26,0.2,70.0,66.0,57.0,55.0,32.0,28.8,5.0,6.0,0.5,3.4,336.0,2026-03-20 12:00:00,119.952724,26.153736,75,
埔里,南投縣,83,細懸浮微粒,普通,1.2,1.0,0.22,0.3,47.0,19.0,31.0,36.0,20.0,24.2,1.0,2.8,1.1,3.2,290.0,2026-03-20 12:00:00,120.967903,23.968842,72,
復興,高雄市,117,細懸浮微粒,對敏感族群不健康,1.4,0.0,0.47,0.5,63.0,31.0,58.0,57.0,26.0,37.1,11.0,14.0,2.1,1.4,77.0,2026-03-20 12:00:00,120.312017,22.608711,71,
永和,新北市,75,細懸浮微粒,普通,1.6,1.0,0.48,0.4,47.0,48.0,56.0,43.0,25.0,21.2,13.0,17.8,4.0,2.8,63.0,2026-03-20 12:00:00,121.516306,25.017,70,
竹山,南投縣,108,細懸浮微粒,對敏感族群不健康,1.7,1.0,0.32,0.3,63.0,26.0,53.0,51.0,35.0,33.3,7.0,8.5,1.2,1.9,330.0,2026-03-20 12:00:00,120.677306,23.756389,69,
中壢,桃園市,74,細懸浮微粒,普通,1.0,1.0,0.54,0.5,44.0,34.0,54.0,43.0,27.0,21.0,20.0,25.0,4.4,0.7,347.0,2026-03-20 12:00:00,121.221667,24.953278,68,
三重,新北市,74,細懸浮微粒,普通,1.6,1.0,0.72,0.7,34.0,31.0,53.0,43.0,22.0,20.9,30.0,58.4,27.9,,,2026-03-20 12:00:00,121.493806,25.072611,67,
冬山,宜蘭縣,35,,良好,0.6,0.0,0.25,0.2,45.0,38.0,17.0,10.0,9.0,8.0,5.0,5.7,0.5,1.8,308.0,2026-03-20 12:00:00,121.792928,24.632203,66,
宜蘭,宜蘭縣,36,,良好,0.7,0.0,0.33,0.2,52.0,39.0,33.0,15.0,10.0,5.7,5.0,5.9,0.5,0.6,208.0,2026-03-20 12:00:00,121.746394,24.747917,65,
陽明,臺北市,50,,良好,1.5,1.0,0.28,0.2,55.0,54.0,16.0,12.0,10.0,7.7,1.0,2.3,0.6,3.0,170.0,2026-03-20 12:00:00,121.529583,25.182722,64,
花蓮,花蓮縣,31,,良好,1.2,1.0,0.3,0.3,59.0,33.0,12.0,12.0,6.0,5.5,3.0,3.7,0.7,3.1,87.0,2026-03-20 12:00:00,121.599769,23.971306,63,
臺東,臺東縣,42,,良好,1.4,0.0,0.26,0.2,55.0,45.0,20.0,15.0,10.0,7.2,4.0,5.6,1.4,3.5,50.0,2026-03-20 12:00:00,121.15045,22.755358,62,
恆春,屏東縣,45,,良好,0.7,0.0,0.21,0.2,54.0,49.0,8.0,8.0,3.0,3.5,0.0,1.6,0.7,7.8,37.0,2026-03-20 12:00:00,120.788928,21.958069,61,
潮州,屏東縣,110,細懸浮微粒,對敏感族群不健康,3.8,1.0,0.49,0.3,77.0,31.0,77.0,62.0,42.0,34.0,7.0,9.4,1.5,2.5,265.0,2026-03-20 12:00:00,120.561175,22.523108,60,
屏東,屏東縣,104,細懸浮微粒,對敏感族群不健康,1.9,0.0,0.32,0.3,67.0,31.0,61.0,59.0,32.0,31.6,9.0,10.6,1.0,2.3,284.0,2026-03-20 12:00:00,120.488033,22.673081,59,
小港,高雄市,112,細懸浮微粒,對敏感族群不健康,1.7,1.0,0.31,0.4,55.0,26.0,40.0,57.0,27.0,35.1,11.0,15.4,3.5,3.2,264.0,2026-03-20 12:00:00,120.337736,22.565833,58,
前鎮,高雄市,108,細懸浮微粒,對敏感族群不健康,2.5,0.0,0.33,0.4,60.0,32.0,46.0,58.0,31.0,33.2,13.0,15.7,2.3,2.1,263.0,2026-03-20 12:00:00,120.30833356,22.6044507,57,
前金,高雄市,115,細懸浮微粒,對敏感族群不健康,1.6,1.0,0.36,0.4,69.0,33.0,54.0,58.0,38.0,36.1,12.0,13.5,1.3,4.5,354.0,2026-03-20 12:00:00,120.28676111,22.63390278,56,
左營,高雄市,115,細懸浮微粒,對敏感族群不健康,1.4,1.0,0.33,0.4,63.0,31.0,50.0,56.0,29.0,36.3,11.0,12.9,1.6,2.8,296.0,2026-03-20 12:00:00,120.292917,22.674861,54,
楠梓,高雄市,110,細懸浮微粒,對敏感族群不健康,1.8,1.0,0.31,0.3,64.0,29.0,73.0,66.0,29.0,34.3,11.0,12.7,1.2,2.2,269.0,2026-03-20 12:00:00,120.328289,22.733667,53,
林園,高雄市,118,細懸浮微粒,對敏感族群不健康,1.8,1.0,0.41,0.4,60.0,29.0,62.0,62.0,37.0,37.4,,,,2.6,273.0,2026-03-20 12:00:00,120.41175,22.4795,52,
大寮,高雄市,129,細懸浮微粒,對敏感族群不健康,3.1,1.0,0.52,0.4,65.0,29.0,85.0,66.0,46.0,41.8,20.0,23.1,2.3,1.6,340.0,2026-03-20 12:00:00,120.425311,22.56413611,51,
鳳山,高雄市,115,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.6,0.5,62.0,26.0,52.0,57.0,32.0,36.2,15.0,18.4,2.6,1.1,286.0,2026-03-20 12:00:00,120.357422,22.628126,50,
仁武,高雄市,128,細懸浮微粒,對敏感族群不健康,1.8,1.0,0.34,0.5,,19.0,53.0,60.0,32.0,41.5,20.0,21.9,1.1,2.9,277.0,2026-03-20 12:00:00,120.332631,22.689056,49,
橋頭,高雄市,110,細懸浮微粒,對敏感族群不健康,1.7,1.0,0.31,0.4,60.0,28.0,47.0,54.0,25.0,34.2,11.0,13.0,1.7,2.9,269.0,2026-03-20 12:00:00,120.305689,22.757506,48,
美濃,高雄市,83,細懸浮微粒,普通,1.3,1.0,0.28,0.3,56.0,28.0,38.0,40.0,26.0,24.2,3.0,4.0,0.5,2.2,258.0,2026-03-20 12:00:00,120.530542,22.883583,47,
臺南,臺南市,94,細懸浮微粒,普通,1.2,1.0,0.26,0.3,61.0,29.0,39.0,48.0,23.0,28.3,7.0,8.2,0.7,1.8,288.0,2026-03-20 12:00:00,120.21947897,22.98928311,46,
安南,臺南市,91,細懸浮微粒,普通,1.8,1.0,0.28,0.3,62.0,30.0,52.0,50.0,24.0,27.0,6.0,8.1,1.6,3.1,303.0,2026-03-20 12:00:00,120.2175,23.048197,45,
善化,臺南市,96,細懸浮微粒,普通,1.1,1.0,0.24,0.3,62.0,30.0,42.0,55.0,24.0,29.0,5.0,7.0,1.1,3.1,344.0,2026-03-20 12:00:00,120.29740529,23.11337642,44,
